eventid,iyear,imonth,iday,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,location,summary,alternative,success,suicide,attacktype1,attacktype1_txt,targtype1,targtype1_txt,gname,motive,nperps,nperpcap,weaptype1,weaptype1_txt,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,addnotes,dbsource
1.97901E+11,1979,1,20,0,,185,Spain,8,Western Europe,,San Sebastian,43.320812,-1.984447,,,,0,0,1,Assassination,2,Government (General),Basque Fatherland and Freedom (ETA),,,,6,Explosives/Bombs/Dynamite,0,,,0,,,0,,,,PGIS
1.97901E+11,1979,1,20,0,,45,Colombia,3,South America,Quindio,Armenia,4.528694,-75.703846,,,,1,0,5,Hostage Taking (Barricade Incident),10,Journalists & Media,Popular Liberation Army (EPL),,,,12,Other,,,,,,,1,4,Unknown,,PGIS
1.97901E+11,1979,1,20,0,,94,Iran,10,Middle East & North Africa,Tehran,Tehran,35.696442,51.422974,,,,1,0,2,Armed Assault,2,Government (General),Unknown,,1,,5,Firearms,0,,,0,,,1,4,Unknown,,PGIS
1.97901E+11,1979,1,20,0,,145,Nicaragua,2,Central America & Caribbean,,Managua,12.136389,-86.251389,,,,1,0,3,Bombing/Explosion,1,Business,Sandinista National Liberation Front (FSLN),,12,,5,Firearms,,,,,,,1,2,Major (likely > $1 million but < $1 billion),,PGIS
1.97901E+11,1979,1,20,0,,185,Spain,8,Western Europe,,Tudela,42.06388,-1.605718,,,,1,0,2,Armed Assault,3,Police,Basque Fatherland and Freedom (ETA),,3,,5,Firearms,0,,,1,,,1,3,Minor (likely < $1 million),,PGIS
1.97901E+11,1979,1,21,0,,45,Colombia,3,South America,Bogota,Bogota,4.5981,-74.07603,,,1,1,0,3,Bombing/Explosion,4,Military,M-19 (Movement of April 19),,4,,6,Explosives/Bombs/Dynamite,0,,,1,,,1,4,Unknown,,PGIS
1.97901E+11,1979,1,21,0,,61,El Salvador,2,Central America & Caribbean,,Santa Ana,13.99417,-89.55972,,,,1,0,5,Hostage Taking (Barricade Incident),10,Journalists & Media,People's Liberation Forces (FPL),,,,13,Unknown,0,,,0,,,0,,,,PGIS
1.97901E+11,1979,1,21,0,,61,El Salvador,2,Central America & Caribbean,,Sonsonate,13.7188889,-89.7241667,,,,1,0,5,Hostage Taking (Barricade Incident),10,Journalists & Media,People's Liberation Forces (FPL),,,,13,Unknown,0,,,0,,,0,,,,PGIS
1.97901E+11,1979,1,21,1,28877,98,Italy,8,Western Europe,,Sassari,40.727165,8.558468,,,,1,0,6,Hostage Taking (Kidnapping),1,Business,Unknown,,,,13,Unknown,0,,,0,,,0,,,,PGIS
1.97901E+11,1979,1,22,0,,98,Italy,8,Western Europe,,Rome,41.89052,12.494249,,,,0,0,1,Assassination,8,Educational Institution,Unknown,,,,6,Explosives/Bombs/Dynamite,0,,,1,,,0,,,,PGIS
1.97901E+11,1979,1,22,0,,110,Lebanon,10,Middle East & North Africa,,Beirut,,,,,3,1,0,1,Assassination,17,Terrorists/Non-State Militia,Unknown,,,,6,Explosives/Bombs/Dynamite,4,,,0,,,0,,,,PGIS
1.97901E+11,1979,1,22,0,,45,Colombia,3,South America,Bogota,Bogota,4.636619,-74.122652,,,,1,0,9,Unknown,1,Business,Workers' Self-Defense Movement (MAO),,6,,13,Unknown,0,,,0,,,1,3,Minor (likely < $1 million),,PGIS
1.97901E+11,1979,1,22,0,,83,Guatemala,2,Central America & Caribbean,,Nebaj,15.408333,-91.147222,,,,1,0,2,Armed Assault,14,Private Citizens & Property,Guerrilla Army of the Poor (EGP),,50,,5,Firearms,4,,,2,,,1,4,Unknown,,PGIS
1.97901E+11,1979,1,22,0,,98,Italy,8,Western Europe,,Rome,41.89052,12.494249,,,,1,0,2,Armed Assault,10,Journalists & Media,Unknown,,1,,5,Firearms,0,,,0,,,0,,,,PGIS
1.97901E+11,1979,1,22,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Belfast,54.597269,-5.930109,,,,1,0,2,Armed Assault,3,Police,Irish Republican Army (IRA),,4,,5,Firearms,0,,,1,,,1,3,Minor (likely < $1 million),,PGIS
1.97901E+11,1979,1,22,0,,403,Rhodesia,11,Sub-Saharan Africa,,Victoria Falls Line,,,,,,1,0,2,Armed Assault,19,Transportation,Black Nationalists,,,,5,Firearms,1,,,0,,,1,3,Minor (likely < $1 million),,PGIS
1.97901E+11,1979,1,22,1,29000,98,Italy,8,Western Europe,,Locri,38.236355,16.259982,,,,1,0,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,Unknown,,,,13,Unknown,0,,,0,,,0,,,,PGIS
1.97901E+11,1979,1,22,1,28886,98,Italy,8,Western Europe,,Brescia,45.539838,10.222956,,,,1,0,6,Hostage Taking (Kidnapping),1,Business,Unknown,,,,13,Unknown,0,,,0,,,0,,,,PGIS
1.97901E+11,1979,1,23,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Belfast,54.597269,-5.930109,,,,0,0,1,Assassination,3,Police,Irish Republican Army (IRA),,,,5,Firearms,0,,,,,,0,,,,PGIS
1.97901E+11,1979,1,23,0,,98,Italy,8,Western Europe,,Naples,40.840097,14.251636,,,,1,0,2,Armed Assault,14,Private Citizens & Property,Fighting Communist Unit,,,,5,Firearms,0,,,1,,,0,,,,PGIS
1.97901E+11,1979,1,23,0,,183,South Africa,11,Sub-Saharan Africa,,New Canada,,,,,,1,0,3,Bombing/Explosion,19,Transportation,African National Congress (South Africa),,,,6,Explosives/Bombs/Dynamite,0,,,0,,,1,,,,UMD South Africa
1.97901E+11,1979,1,24,0,,11,Argentina,3,South America,Buenos Aires,Buenos Aires,-34.6037,-58.381503,,,,1,0,3,Bombing/Explosion,14,Private Citizens & Property,Unknown,,,,6,Explosives/Bombs/Dynamite,0,,,1,,,1,3,Minor (likely < $1 million),,PGIS
1.97901E+11,1979,1,24,0,,43,Chile,3,South America,Santiago Metropolitan,Santiago,-33.469115,-70.641997,,,,1,0,3,Bombing/Explosion,2,Government (General),Unknown,,,,6,Explosives/Bombs/Dynamite,0,,,0,,,1,3,Minor (likely < $1 million),,PGIS
1.97901E+11,1979,1,24,0,,185,Spain,8,Western Europe,,Cadiz,36.529688,-6.292657,,,,0,0,3,Bombing/Explosion,2,Government (General),First of October Antifascist Resistance Group (GRAPO),,,,6,Explosives/Bombs/Dynamite,0,,,0,,,0,,,,PGIS
1.97901E+11,1979,1,24,0,,98,Italy,8,Western Europe,,Genoa,44.407062,8.933989,,,,1,0,1,Assassination,2,Government (General),Red Brigades,,2,,5,Firearms,1,,,0,,,0,,,,PGIS
1.97901E+11,1979,1,24,0,,98,Italy,8,Western Europe,,Milan,45.463681,9.188171,,,,1,0,2,Armed Assault,1,Business,Unknown,,2,,5,Firearms,0,,,1,,,0,,,,PGIS
1.97901E+11,1979,1,24,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Maghera,54.842824,-6.667731,,,,1,0,2,Armed Assault,3,Police,Irish Republican Army (IRA),,1,,5,Firearms,0,,,3,,,1,4,Unknown,,PGIS
1.97901E+11,1979,1,24,0,,185,Spain,8,Western Europe,,Bilbao,43.256963,-2.923441,,,,1,0,2,Armed Assault,3,Police,Basque Fatherland and Freedom (ETA),,2,,5,Firearms,0,,,1,,,1,4,Unknown,,PGIS
1.97901E+11,1979,1,24,0,,183,South Africa,11,Sub-Saharan Africa,,Fort Beaufort,,,,,,0,0,3,Bombing/Explosion,19,Transportation,African National Congress (South Africa),,,,6,Explosives/Bombs/Dynamite,0,,,0,,,1,,,,UMD South Africa
1.97901E+11,1979,1,25,0,,139,Namibia,11,Sub-Saharan Africa,,Northern Regim,,,,,,1,0,3,Bombing/Explosion,14,Private Citizens & Property,South-West Africa People's Organization (SWAPO),,,,6,Explosives/Bombs/Dynamite,2,,,1,,,1,3,Minor (likely < $1 million),,PGIS
1.97901E+11,1979,1,25,0,,83,Guatemala,2,Central America & Caribbean,,Guatemala City,14.624422,-90.53288,,,,1,0,1,Assassination,2,Government (General),Armed Action Force (FADA),,,,5,Firearms,1,,,0,,,0,,,,PGIS
1.97901E+11,1979,1,25,0,,83,Guatemala,2,Central America & Caribbean,,Guatemala City,14.624422,-90.53288,,,,0,0,1,Assassination,14,Private Citizens & Property,Unknown,,,,5,Firearms,0,,,0,,,0,,,,PGIS
1.97901E+11,1979,1,25,0,,145,Nicaragua,2,Central America & Caribbean,,Managua,12.136389,-86.251389,,,1,1,0,1,Assassination,4,Military,Unknown,,4,,5,Firearms,1,,,0,,,0,,,,PGIS
1.97901E+11,1979,1,25,0,,138,Myanmar,5,Southeast Asia,,Konsat*,,,,,1,1,0,2,Armed Assault,4,Military,Shan State Progressive Party,,,,5,Firearms,2,,,0,,,1,3,Minor (likely < $1 million),,PGIS
1.97901E+11,1979,1,25,0,,145,Nicaragua,2,Central America & Caribbean,,Matagalpa,12.919106,-85.916609,,,,1,0,3,Bombing/Explosion,1,Business,Unknown,,6,,6,Explosives/Bombs/Dynamite,0,,,0,,,1,4,Unknown,,PGIS
1.97901E+11,1979,1,25,0,,145,Nicaragua,2,Central America & Caribbean,,Leon,12.43257,-86.881204,,,,1,0,2,Armed Assault,1,Business,Unknown,,3,,5,Firearms,0,,,0,,,1,,,,PGIS
1.97901E+11,1979,1,25,0,,145,Nicaragua,2,Central America & Caribbean,,Jinotepe,11.84962,-86.19903,,,,1,0,3,Bombing/Explosion,14,Private Citizens & Property,Unknown,,,,6,Explosives/Bombs/Dynamite,0,,,0,,,1,4,Unknown,,PGIS
1.97901E+11,1979,1,25,1,30341,159,Peru,3,South America,Ayacucho,Uchuraccay,-12.825945,-74.111516,,,,1,0,2,Armed Assault,14,Private Citizens & Property,Shining Path (SL),,30,,5,Firearms,5,,,,,,1,,,,PGIS
1.97901E+11,1979,1,26,0,,43,Chile,3,South America,Santiago Metropolitan,Santiago,-33.469115,-70.641997,,,,1,0,3,Bombing/Explosion,1,Business,Unknown,,,,6,Explosives/Bombs/Dynamite,,,,,,,1,3,Minor (likely < $1 million),,PGIS
1.97901E+11,1979,1,26,0,,155,West Bank and Gaza Strip,10,Middle East & North Africa,,Abu Dis,,,,,,1,0,3,Bombing/Explosion,14,Private Citizens & Property,Palestinians,,,,6,Explosives/Bombs/Dynamite,0,,,0,,,1,,,,PGIS
1.97901E+11,1979,1,26,0,,155,West Bank and Gaza Strip,10,Middle East & North Africa,,Abu Dis(3 miles from Jerusalem),,,,,,0,0,3,Bombing/Explosion,15,Religious Figures/Institutions,Palestinians,,8,,6,Explosives/Bombs/Dynamite,0,,,0,,,0,,,,PGIS
1.97901E+11,1979,1,26,0,,136,Morocco,10,Middle East & North Africa,Meknes-Tafilalet,Maghnia,31.139406,-5.059223,,,,1,0,3,Bombing/Explosion,1,Business,Unknown,,,,6,Explosives/Bombs/Dynamite,0,,,17,,,1,3,Minor (likely < $1 million),,PGIS
1.97901E+11,1979,1,26,0,,603,United Kingdom,8,Western Europe,England,London,51.500152,-0.126236,,,,1,0,3,Bombing/Explosion,1,Business,Irish Republican Army (IRA),,,,6,Explosives/Bombs/Dynamite,,,,,,,1,3,Minor (likely < $1 million),,PGIS
1.97901E+11,1979,1,26,0,,603,United Kingdom,8,Western Europe,England,London,51.500152,-0.126236,,,,1,0,3,Bombing/Explosion,1,Business,Irish Republican Army (IRA),,,,6,Explosives/Bombs/Dynamite,,,,,,,1,3,Minor (likely < $1 million),,PGIS
1.97901E+11,1979,1,26,0,,603,United Kingdom,8,Western Europe,England,London,51.500152,-0.126236,,,,1,0,3,Bombing/Explosion,1,Business,Irish Republican Army (IRA),,,,6,Explosives/Bombs/Dynamite,,,,,,,1,3,Minor (likely < $1 million),,PGIS
1.97901E+11,1979,1,26,0,,83,Guatemala,2,Central America & Caribbean,,Candelaria,15.398988,-90.229882,,,,1,0,1,Assassination,2,Government (General),Unknown,,,,13,Unknown,1,,,0,,,0,,,,PGIS
1.97901E+11,1979,1,26,0,,83,Guatemala,2,Central America & Caribbean,,Guatemala City,14.624422,-90.53288,,,,1,0,1,Assassination,3,Police,Unknown,,,,13,Unknown,1,,,0,,,0,,,,PGIS
1.97901E+11,1979,1,26,0,,98,Italy,8,Western Europe,,Palermo,38.11564,13.361406,,,,1,0,1,Assassination,10,Journalists & Media,Unknown,,,,5,Firearms,1,,,0,,,0,,,,PGIS
1.97901E+11,1979,1,26,0,,98,Italy,8,Western Europe,,Rome,41.89052,12.494249,,,,0,0,1,Assassination,14,Private Citizens & Property,Red Flying Squad,,,,5,Firearms,0,,,2,,,0,,,,PGIS
1.97901E+11,1979,1,26,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Belfast,54.597269,-5.930109,,,,1,0,2,Armed Assault,3,Police,Irish Republican Army (IRA),,,,5,Firearms,0,,,1,,,1,3,Minor (likely < $1 million),,PGIS
1.97901E+11,1979,1,26,0,,185,Spain,8,Western Europe,,Madrid,40.416691,-3.700345,,,,1,0,3,Bombing/Explosion,8,Educational Institution,Guerrillas of Christ the King,,20,,6,Explosives/Bombs/Dynamite,0,,,7,,,1,3,Minor (likely < $1 million),,PGIS
1.97901E+11,1979,1,27,0,,110,Lebanon,10,Middle East & North Africa,,Beirut,,,,,,0,0,2,Armed Assault,3,Police,Unknown,,,,5,Firearms,0,,,1,,,0,,,,PGIS
1.97901E+11,1979,1,27,0,,185,Spain,8,Western Europe,,Echarri-Aranaz,42.907739,-2.064756,,,,1,0,1,Assassination,2,Government (General),Basque Fatherland and Freedom (ETA),,,,5,Firearms,1,,,0,,,0,,,,PGIS
1.97901E+11,1979,1,28,0,,6,Algeria,10,Middle East & North Africa,,Oram,35.696944,-0.633056,,,,1,0,3,Bombing/Explosion,19,Transportation,Unknown,,,,6,Explosives/Bombs/Dynamite,,,,,,,1,3,Minor (likely < $1 million),,PGIS
1.97901E+11,1979,1,28,0,,97,Israel,10,Middle East & North Africa,Unknown,Moya,,,,,,1,0,3,Bombing/Explosion,14,Private Citizens & Property,Palestinians,,,,6,Explosives/Bombs/Dynamite,5,,,55,,,1,4,Unknown,,PGIS
1.97901E+11,1979,1,28,0,,185,Spain,8,Western Europe,,Barcelona,41.387917,2.169919,,,,1,0,7,Facility/Infrastructure Attack,18,Tourists,Basque Fatherland and Freedom (ETA),,,,8,Incendiary,0,,,0,,,1,4,Unknown,,PGIS
1.97901E+11,1979,1,28,0,,45,Colombia,3,South America,Unknown,Unknown,,,,,1,1,0,2,Armed Assault,4,Military,Revolutionary Armed Forces of Colombia (FARC),,,,5,Firearms,1,,,0,,,1,4,Unknown,,PGIS
1.97901E+11,1979,1,28,0,,138,Myanmar,5,Southeast Asia,,Konsat,,,,,1,1,0,2,Armed Assault,4,Military,Shan State Progressive Party,,,,5,Firearms,0,,,0,,,1,3,Minor (likely < $1 million),,PGIS
1.97901E+11,1979,1,28,0,,138,Myanmar,5,Southeast Asia,,Konsat,,,,,1,1,0,2,Armed Assault,4,Military,Shan State Progressive Party,,,,5,Firearms,0,,,0,,,1,3,Minor (likely < $1 million),,PGIS
1.97901E+11,1979,1,28,0,,138,Myanmar,5,Southeast Asia,,Konsat,,,,,,1,0,2,Armed Assault,2,Government (General),Shan State Progressive Party,,,,5,Firearms,0,,,0,,,1,3,Minor (likely < $1 million),,PGIS
1.97901E+11,1979,1,29,0,,43,Chile,3,South America,Santiago Metropolitan,Puente Alto,-33.616667,-70.566667,,,,1,0,3,Bombing/Explosion,14,Private Citizens & Property,Unknown,,,,6,Explosives/Bombs/Dynamite,0,,,1,,,1,3,Minor (likely < $1 million),,PGIS
1.97901E+11,1979,1,29,0,,69,France,8,Western Europe,,Paris,48.856614,2.352222,,,,1,0,3,Bombing/Explosion,7,Government (Diplomatic),Unknown,,,,6,Explosives/Bombs/Dynamite,0,,,0,,,1,3,Minor (likely < $1 million),,PGIS
1.97901E+11,1979,1,29,0,,162,Portugal,8,Western Europe,,Ponta Delgada,37.742242,-25.67495,,,,1,0,3,Bombing/Explosion,2,Government (General),Front For the Liberation of the Azores,,,,6,Explosives/Bombs/Dynamite,0,,,0,,,1,3,Minor (likely < $1 million),,PGIS
1.97901E+11,1979,1,29,0,,162,Portugal,8,Western Europe,,Ponta Delgada,37.742242,-25.67495,,,,1,0,1,Assassination,2,Government (General),Front For the Liberation of the Azores,,,,6,Explosives/Bombs/Dynamite,0,,,0,,,1,3,Minor (likely < $1 million),,PGIS
1.97901E+11,1979,1,29,0,,209,Turkey,10,Middle East & North Africa,,Ankara,,,,,,1,0,3,Bombing/Explosion,7,Government (Diplomatic),Unknown,,,,6,Explosives/Bombs/Dynamite,0,,,0,,,1,,,,PGIS
1.97901E+11,1979,1,29,0,,209,Turkey,10,Middle East & North Africa,,Ankara,,,,,,1,0,3,Bombing/Explosion,2,Government (General),Unknown,,,,6,Explosives/Bombs/Dynamite,0,,,0,,,1,,,,PGIS
1.97901E+11,1979,1,29,0,,94,Iran,10,Middle East & North Africa,Tehran,Tehran,35.696442,51.422974,,,1,0,0,1,Assassination,4,Military,Unknown,,,,5,Firearms,0,,,1,,,0,,,,PGIS
1.97901E+11,1979,1,29,0,,98,Italy,8,Western Europe,,Milan,45.463681,9.188171,,,,1,0,1,Assassination,2,Government (General),Prima Linea,,5,,5,Firearms,1,,,0,,,0,,,,PGIS
1.97901E+11,1979,1,29,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Belfast,54.597269,-5.930109,,,,0,0,1,Assassination,3,Police,Irish Republican Army (IRA),,1,,5,Firearms,0,,,1,,,0,,,,PGIS
1.97901E+11,1979,1,29,0,,185,Spain,8,Western Europe,,Vitoria,42.846718,-2.671635,,,,0,0,1,Assassination,3,Police,Basque Fatherland and Freedom (ETA),,,,6,Explosives/Bombs/Dynamite,0,,,1,,,0,,,,PGIS
1.97901E+11,1979,1,29,0,,45,Colombia,3,South America,Choco,Vigia de Cuvarado,7.074167,-76.921389,,,,1,0,2,Armed Assault,14,Private Citizens & Property,Revolutionary Armed Forces of Colombia (FARC),,,,5,Firearms,3,,,4,,,1,3,Minor (likely < $1 million),,PGIS
1.97901E+11,1979,1,30,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Belfast,54.597269,-5.930109,,,,1,0,3,Bombing/Explosion,1,Business,Irish Republican Army (IRA),,,,6,Explosives/Bombs/Dynamite,0,,,3,,,1,3,Minor (likely < $1 million),,PGIS
1.97901E+11,1979,1,30,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Belfast,54.597269,-5.930109,,,,1,0,3,Bombing/Explosion,7,Government (Diplomatic),Irish Republican Army (IRA),,,,6,Explosives/Bombs/Dynamite,0,,,0,,,1,4,Unknown,,PGIS
1.97901E+11,1979,1,30,0,,185,Spain,8,Western Europe,,Valencia,39.470239,-0.376805,,,1,1,0,3,Bombing/Explosion,4,Military,Unknown,,,,6,Explosives/Bombs/Dynamite,0,,,0,,,1,3,Minor (likely < $1 million),,PGIS
1.97901E+11,1979,1,30,0,,185,Spain,8,Western Europe,,Anzuola,43.099441,-2.381747,,,,1,0,1,Assassination,1,Business,Basque Fatherland and Freedom (ETA),,,,5,Firearms,1,,,0,,,0,,,,PGIS
1.97901E+11,1979,1,30,0,,61,El Salvador,2,Central America & Caribbean,,San Miguel,13.466667,-88.183333,,,,1,0,9,Unknown,1,Business,Armed Forces of National Resistance (FARN),,,,13,Unknown,0,,,0,,,1,3,Minor (likely < $1 million),,PGIS
1.97901E+11,1979,1,30,0,,45,Colombia,3,South America,Bogota,Bogota,4.636619,-74.122652,,,,1,0,9,Unknown,14,Private Citizens & Property,Revolutionary Armed Forces of Colombia (FARC),,,,13,Unknown,3,,,0,,,1,4,Unknown,,PGIS
1.97901E+11,1979,1,30,0,,145,Nicaragua,2,Central America & Caribbean,,Managua,12.136389,-86.251389,,,,1,0,9,Unknown,1,Business,Sandinista National Liberation Front (FSLN),,,,13,Unknown,0,,,0,,,1,4,Unknown,,PGIS
1.97901E+11,1979,1,30,0,,145,Nicaragua,2,Central America & Caribbean,,Managua,12.136389,-86.251389,,,,1,0,9,Unknown,1,Business,Sandinista National Liberation Front (FSLN),,,,13,Unknown,0,,,0,,,1,4,Unknown,,PGIS
1.97901E+11,1979,1,30,0,,185,Spain,8,Western Europe,,Tolosa,43.136978,-2.073914,,,,1,0,3,Bombing/Explosion,3,Police,Basque Fatherland and Freedom (ETA),,,,6,Explosives/Bombs/Dynamite,1,,,2,,,1,3,Minor (likely < $1 million),,PGIS
1.97901E+11,1979,1,30,0,,185,Spain,8,Western Europe,,Valencia,39.470239,-0.376805,,,,1,0,2,Armed Assault,1,Business,Basque Fatherland and Freedom (ETA),,5,,5,Firearms,1,,,0,,,1,4,Unknown,,PGIS
1.97901E+11,1979,1,30,1,28887,98,Italy,8,Western Europe,,Pisa,43.716135,10.396584,,,,1,0,6,Hostage Taking (Kidnapping),1,Business,Unknown,,,,13,Unknown,0,,,0,,,0,,,,PGIS
1.97901E+11,1979,1,31,0,,61,El Salvador,2,Central America & Caribbean,,Soyapango,13.701964,-89.147774,,,,1,0,3,Bombing/Explosion,14,Private Citizens & Property,People's Liberation Forces (FPL),,,,6,Explosives/Bombs/Dynamite,0,,,0,,,0,,,,PGIS
1.97901E+11,1979,1,31,0,,155,West Bank and Gaza Strip,10,Middle East & North Africa,,Janin,,,,,,1,0,3,Bombing/Explosion,2,Government (General),Palestinians,,,,6,Explosives/Bombs/Dynamite,0,,,0,,,1,4,Unknown,,PGIS
1.97901E+11,1979,1,31,0,,78,Greece,8,Western Europe,,Athens,37.97918,23.716647,,,,1,0,1,Assassination,3,Police,Revolutionary People's Struggle (ELA),,2,,5,Firearms,1,,,0,,,0,,,,PGIS
1.97901E+11,1979,1,31,0,,96,Ireland,8,Western Europe,,Dublin,53.344104,-6.267494,,,,1,0,1,Assassination,1,Business,Irish Republican Army (IRA),,,,5,Firearms,1,,,0,,,0,,,,PGIS
1.97901E+11,1979,1,31,0,,185,Spain,8,Western Europe,,Irun,43.338233,-1.789272,,,,1,0,1,Assassination,3,Police,Basque Fatherland and Freedom (ETA),,2,,5,Firearms,1,,,0,,,0,,,,PGIS
1.97901E+11,1979,1,31,0,,61,El Salvador,2,Central America & Caribbean,,Chalatenango,14.04111,-88.938568,,,,1,0,5,Hostage Taking (Barricade Incident),10,Journalists & Media,People's Liberation Forces (FPL),,,,13,Unknown,0,,,0,,,0,,,,PGIS
1.97901E+11,1979,1,31,0,,61,El Salvador,2,Central America & Caribbean,,Santa Ana,13.99417,-89.55972,,,,1,0,5,Hostage Taking (Barricade Incident),10,Journalists & Media,People's Liberation Forces (FPL),,,,13,Unknown,0,,,0,,,1,4,Unknown,,PGIS
1.97901E+11,1979,1,31,0,,45,Colombia,3,South America,Norte de Santander,Convencion,8.833351,-73.200031,,,,1,0,9,Unknown,14,Private Citizens & Property,National Liberation Army of Colombia (ELN),,50,,13,Unknown,2,,2,2,,,1,4,Unknown,,PGIS
1.97901E+11,1979,1,31,0,,45,Colombia,3,South America,Santander,Cimitarra,6.313712,-73.950146,,,1,1,0,2,Armed Assault,4,Military,Revolutionary Armed Forces of Colombia (FARC),,,,5,Firearms,,,,,,,1,4,Unknown,,PGIS
1.97901E+11,1979,1,31,0,,145,Nicaragua,2,Central America & Caribbean,,Managua,12.136389,-86.251389,,,,0,0,2,Armed Assault,1,Business,Sandinista National Liberation Front (FSLN),,6,,5,Firearms,2,,1,0,,,0,,,,PGIS
1.97901E+11,1979,1,31,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Belfast,54.597269,-5.930109,,,,0,0,2,Armed Assault,3,Police,Irish Republican Army (IRA),,,,5,Firearms,1,,,0,,,1,4,Unknown,,PGIS
1.97901E+11,1979,1,31,0,,222,Venezuela,3,South America,Unknown,Unknown,,,,,,1,0,3,Bombing/Explosion,1,Business,Unknown,,,,6,Explosives/Bombs/Dynamite,,,,,,,1,3,Minor (likely < $1 million),,PGIS
1.97901E+11,1979,1,31,0,,222,Venezuela,3,South America,Unknown,Unknown,,,,,,1,0,3,Bombing/Explosion,1,Business,Unknown,,,,6,Explosives/Bombs/Dynamite,,,,,,,1,3,Minor (likely < $1 million),,PGIS
1.97901E+11,1979,1,31,0,,98,Italy,8,Western Europe,,Nuoro,40.320996,9.330356,,,,1,0,6,Hostage Taking (Kidnapping),1,Business,Unknown,,,,13,Unknown,0,,,0,,,0,,,,PGIS
1.97902E+11,1979,2,1,0,,61,El Salvador,2,Central America & Caribbean,,San Salvador,13.69288,-89.199161,,,,1,0,3,Bombing/Explosion,3,Police,People's Revolutionary Army (ERP) (El Salvador),,,,6,Explosives/Bombs/Dynamite,9,,,0,,,1,3,Minor (likely < $1 million),,PGIS
1.97902E+11,1979,2,1,0,,61,El Salvador,2,Central America & Caribbean,,San Salvador,13.69288,-89.199161,,,,1,0,3,Bombing/Explosion,2,Government (General),People's Revolutionary Army (ERP) (El Salvador),,,,6,Explosives/Bombs/Dynamite,,,,,,,1,4,Unknown,,PGIS
1.97902E+11,1979,2,1,0,,61,El Salvador,2,Central America & Caribbean,,San Salvador,13.69288,-89.199161,,,,1,0,3,Bombing/Explosion,2,Government (General),People's Revolutionary Army (ERP) (El Salvador),,,,6,Explosives/Bombs/Dynamite,,,,,,,1,4,Unknown,,PGIS
1.97902E+11,1979,2,1,0,,61,El Salvador,2,Central America & Caribbean,,San Salvador,13.69288,-89.199161,,,,1,0,1,Assassination,2,Government (General),People's Revolutionary Army (ERP) (El Salvador),,,,6,Explosives/Bombs/Dynamite,0,,,5,,,1,3,Minor (likely < $1 million),,PGIS
1.97902E+11,1979,2,1,0,,61,El Salvador,2,Central America & Caribbean,,San Salvador,13.69288,-89.199161,,,1,1,0,3,Bombing/Explosion,4,Military,People's Revolutionary Army (ERP) (El Salvador),,,,6,Explosives/Bombs/Dynamite,9,,,0,,,1,3,Minor (likely < $1 million),,PGIS
1.97902E+11,1979,2,1,0,,61,El Salvador,2,Central America & Caribbean,,San Miguel,13.466667,-88.183333,,,,1,0,3,Bombing/Explosion,2,Government (General),People's Revolutionary Army (ERP) (El Salvador),,,,6,Explosives/Bombs/Dynamite,7,,,0,,,1,3,Minor (likely < $1 million),,PGIS
1.97902E+11,1979,2,1,0,,153,Pakistan,6,South Asia,North-West Frontier Province,Peshwar,34.009667,71.579994,,,,1,0,3,Bombing/Explosion,14,Private Citizens & Property,Unknown,,,,6,Explosives/Bombs/Dynamite,6,,,40,,,1,4,Unknown,,PGIS
1.97902E+11,1979,2,1,0,,186,Sri Lanka,6,South Asia,,Kokuvil,,,,,,1,0,2,Armed Assault,3,Police,Liberation Tigers of Tamil Eelam (LTTE),,2,,5,Firearms,1,,,0,,,0,,,,PGIS
1.97902E+11,1979,2,1,0,,209,Turkey,10,Middle East & North Africa,,Istanbul,,,,,,1,0,1,Assassination,10,Journalists & Media,Unknown,,,,5,Firearms,1,,,0,,,0,,,,PGIS
1.97902E+11,1979,2,1,0,,98,Italy,8,Western Europe,,Turin,45.070562,7.686619,,,,1,0,2,Armed Assault,14,Private Citizens & Property,Armed Proletariat Fighting Squad,,3,,5,Firearms,0,,0,1,,0,0,,,,PGIS
1.97902E+11,1979,2,1,0,,45,Colombia,3,South America,Antioquia,Medellin,6.270526,-75.572173,,,,1,0,2,Armed Assault,15,Religious Figures/Institutions,M-19 (Movement of April 19),,6,,13,Unknown,0,,,0,,,1,3,Minor (likely < $1 million),,PGIS
1.97902E+11,1979,2,1,1,28913,98,Italy,8,Western Europe,,Parma,44.807866,10.329548,,,,1,0,6,Hostage Taking (Kidnapping),1,Business,Unknown,,,,13,Unknown,0,,,0,,,0,,,,PGIS
